,Player No,Acceleration,Aggression,Agility,Balance,Ballcontrol,Composure,Crossing,Curve,Dribbling,Finishing,Freekickaccuracy,GKdiving,GKhandling,GKkicking,GKpositioning,GKreflexes,Headingaccuracy,ID,Interceptions,Jumping,Longpassing,Longshots,Marking,Penalties,Positioning,Reactions,Shortpassing,Shotpower,Slidingtackle,Sprintspeed,Stamina,Standingtackle,Strength,Vision,Volleys
11832,11832,56.0,45.0,71.0,77.0,57.0,53.0,41.0,42.0,59.0,50.0,44.0,10.0,14.0,11.0,7.0,8.0,43.0,234212,66.0,75.0,59.0,48.0,65.0,37.0,46.0,67.0,66.0,67.0,64.0,58.0,79.0,62.0,68.0,42.0,50.0
11833,11833,54.0,64.0,60.0,57.0,59.0,53.0,46.0,42.0,43.0,31.0,42.0,7.0,10.0,10.0,12.0,16.0,64.0,199141,60.0,73.0,63.0,37.0,63.0,43.0,34.0,53.0,61.0,48.0,62.0,54.0,58.0,65.0,72.0,51.0,35.0
11834,11834,63.0,63.0,64.0,51.0,50.0,59.0,40.0,22.0,40.0,21.0,26.0,8.0,5.0,7.0,6.0,15.0,75.0,209637,52.0,74.0,45.0,34.0,58.0,38.0,40.0,56.0,54.0,54.0,61.0,68.0,71.0,63.0,80.0,27.0,27.0
11835,11835,51.0,66.0,46.0,51.0,60.0,49.0,43.0,46.0,52.0,50.0,42.0,15.0,13.0,11.0,16.0,10.0,63.0,225253,66.0,61.0,58.0,43.0,57.0,59.0,44.0,64.0,65.0,59.0,57.0,64.0,69.0,68.0,77.0,42.0,45.0
11836,11836,65.0,69.0,56.0,76.0,63.0,57.0,50.0,49.0,61.0,41.0,47.0,12.0,9.0,7.0,13.0,10.0,63.0,233957,50.0,58.0,73.0,44.0,45.0,54.0,55.0,62.0,76.0,68.0,61.0,56.0,71.0,54.0,58.0,55.0,47.0
11837,11837,64.0,64.0,54.0,61.0,67.0,59.0,50.0,50.0,65.0,37.0,41.0,13.0,12.0,10.0,13.0,9.0,53.0,237541,55.0,64.0,70.0,50.0,54.0,52.0,58.0,59.0,73.0,64.0,55.0,60.0,70.0,60.0,65.0,65.0,46.0
11838,11838,49.0,85.0,67.0,65.0,65.0,69.0,59.0,51.0,63.0,45.0,40.0,11.0,7.0,12.0,6.0,8.0,59.0,177893,63.0,56.0,59.0,53.0,62.0,54.0,63.0,65.0,64.0,62.0,68.0,40.0,73.0,68.0,57.0,58.0,48.0
11839,11839,66.0,64.0,79.0,75.0,59.0,56.0,54.0,51.0,57.0,44.0,48.0,11.0,8.0,15.0,11.0,11.0,54.0,202214,67.0,50.0,61.0,51.0,68.0,46.0,50.0,60.0,61.0,52.0,64.0,75.0,63.0,65.0,65.0,57.0,54.0
11840,11840,35.0,36.0,37.0,30.0,16.0,32.0,13.0,13.0,11.0,10.0,15.0,64.0,62.0,60.0,59.0,67.0,14.0,239846,10.0,50.0,27.0,10.0,10.0,12.0,10.0,62.0,20.0,23.0,12.0,25.0,32.0,11.0,70.0,25.0,10.0
11841,11841,49.0,30.0,35.0,37.0,22.0,27.0,12.0,13.0,12.0,14.0,11.0,60.0,61.0,69.0,66.0,66.0,13.0,200423,13.0,57.0,18.0,14.0,11.0,26.0,16.0,56.0,25.0,13.0,11.0,40.0,32.0,17.0,32.0,13.0,14.0
11842,11842,58.0,30.0,56.0,28.0,20.0,36.0,15.0,12.0,14.0,15.0,15.0,58.0,62.0,65.0,67.0,65.0,12.0,203239,26.0,65.0,36.0,13.0,12.0,17.0,15.0,64.0,37.0,23.0,17.0,54.0,35.0,17.0,63.0,52.0,18.0
11843,11843,76.0,66.0,76.0,76.0,66.0,53.0,64.0,70.0,67.0,31.0,62.0,14.0,10.0,11.0,13.0,13.0,55.0,219623,59.0,79.0,64.0,63.0,47.0,45.0,54.0,62.0,65.0,30.0,48.0,78.0,63.0,46.0,61.0,61.0,32.0
11844,11844,61.0,66.0,62.0,67.0,56.0,63.0,53.0,36.0,54.0,27.0,42.0,9.0,13.0,8.0,8.0,12.0,52.0,225255,64.0,85.0,61.0,31.0,62.0,47.0,42.0,58.0,64.0,42.0,69.0,66.0,75.0,66.0,69.0,41.0,27.0
11845,11845,67.0,65.0,65.0,71.0,68.0,57.0,53.0,60.0,65.0,58.0,62.0,6.0,10.0,11.0,12.0,12.0,54.0,228839,58.0,56.0,66.0,64.0,44.0,55.0,60.0,60.0,70.0,65.0,54.0,63.0,63.0,53.0,65.0,53.0,52.0
11846,11846,56.0,81.0,59.0,79.0,62.0,59.0,58.0,32.0,58.0,30.0,38.0,11.0,14.0,5.0,8.0,6.0,52.0,231655,65.0,68.0,60.0,41.0,53.0,38.0,56.0,63.0,61.0,61.0,55.0,59.0,78.0,53.0,79.0,64.0,35.0
11847,11847,66.0,61.0,61.0,62.0,55.0,58.0,54.0,37.0,54.0,36.0,40.0,14.0,13.0,13.0,14.0,8.0,58.0,202728,66.0,67.0,51.0,34.0,63.0,42.0,54.0,58.0,61.0,43.0,63.0,68.0,72.0,66.0,69.0,53.0,30.0
11848,11848,65.0,49.0,72.0,68.0,68.0,58.0,59.0,64.0,68.0,54.0,50.0,8.0,7.0,13.0,7.0,16.0,50.0,224488,48.0,62.0,64.0,59.0,45.0,51.0,61.0,57.0,67.0,66.0,46.0,67.0,65.0,53.0,60.0,66.0,60.0
11849,11849,66.0,58.0,69.0,71.0,66.0,70.0,53.0,58.0,63.0,51.0,42.0,10.0,15.0,7.0,12.0,9.0,45.0,230888,58.0,65.0,65.0,56.0,51.0,49.0,53.0,60.0,68.0,61.0,49.0,65.0,72.0,55.0,61.0,62.0,49.0
11850,11850,62.0,68.0,60.0,64.0,62.0,52.0,36.0,34.0,62.0,38.0,39.0,14.0,12.0,15.0,13.0,6.0,54.0,231912,65.0,49.0,58.0,57.0,61.0,44.0,59.0,63.0,65.0,63.0,54.0,58.0,66.0,61.0,70.0,67.0,33.0
11851,11851,79.0,45.0,77.0,52.0,67.0,45.0,56.0,41.0,69.0,56.0,44.0,15.0,11.0,12.0,9.0,9.0,26.0,232680,48.0,32.0,65.0,62.0,35.0,47.0,55.0,47.0,67.0,66.0,32.0,74.0,61.0,33.0,59.0,50.0,54.0
11852,11852,60.0,27.0,58.0,64.0,64.0,63.0,35.0,33.0,67.0,68.0,29.0,9.0,12.0,9.0,13.0,12.0,63.0,213993,20.0,70.0,35.0,56.0,17.0,67.0,68.0,56.0,47.0,62.0,12.0,63.0,56.0,18.0,72.0,46.0,51.0
11853,11853,79.0,49.0,76.0,69.0,66.0,66.0,60.0,64.0,67.0,52.0,36.0,11.0,12.0,6.0,14.0,14.0,32.0,220649,31.0,55.0,46.0,50.0,19.0,40.0,59.0,51.0,64.0,63.0,26.0,73.0,64.0,30.0,59.0,62.0,46.0
11854,11854,51.0,68.0,63.0,63.0,62.0,49.0,46.0,48.0,56.0,38.0,46.0,10.0,15.0,9.0,16.0,7.0,59.0,222697,65.0,71.0,62.0,55.0,57.0,38.0,47.0,63.0,65.0,60.0,57.0,56.0,83.0,59.0,67.0,69.0,43.0
11855,11855,67.0,67.0,72.0,75.0,64.0,67.0,36.0,31.0,60.0,40.0,26.0,9.0,9.0,13.0,11.0,7.0,45.0,225769,61.0,64.0,65.0,43.0,56.0,32.0,59.0,58.0,66.0,62.0,56.0,68.0,66.0,62.0,67.0,69.0,22.0
11856,11856,54.0,71.0,41.0,64.0,56.0,57.0,43.0,29.0,31.0,33.0,30.0,16.0,15.0,13.0,10.0,14.0,68.0,173033,62.0,53.0,57.0,31.0,64.0,51.0,38.0,64.0,59.0,49.0,59.0,54.0,54.0,63.0,70.0,47.0,36.0
11857,11857,58.0,80.0,66.0,56.0,67.0,67.0,60.0,58.0,62.0,41.0,62.0,14.0,9.0,14.0,9.0,16.0,56.0,187113,58.0,57.0,64.0,54.0,47.0,64.0,52.0,64.0,65.0,72.0,49.0,56.0,77.0,55.0,71.0,65.0,49.0
11858,11858,36.0,62.0,36.0,47.0,45.0,60.0,52.0,29.0,33.0,25.0,37.0,10.0,7.0,9.0,11.0,9.0,60.0,211690,61.0,64.0,48.0,29.0,66.0,43.0,43.0,58.0,57.0,44.0,63.0,54.0,56.0,67.0,75.0,36.0,28.0
11859,11859,85.0,44.0,60.0,53.0,67.0,63.0,57.0,55.0,69.0,65.0,47.0,12.0,13.0,7.0,6.0,15.0,48.0,220650,28.0,64.0,50.0,54.0,29.0,64.0,54.0,50.0,55.0,73.0,36.0,87.0,62.0,35.0,75.0,51.0,53.0
11860,11860,72.0,71.0,62.0,83.0,53.0,56.0,61.0,53.0,59.0,31.0,37.0,15.0,10.0,12.0,10.0,11.0,54.0,225258,65.0,72.0,29.0,29.0,59.0,46.0,44.0,61.0,56.0,48.0,67.0,72.0,70.0,63.0,66.0,41.0,30.0
11861,11861,82.0,36.0,70.0,70.0,61.0,56.0,58.0,43.0,63.0,64.0,36.0,9.0,11.0,11.0,9.0,6.0,58.0,237034,23.0,65.0,55.0,61.0,31.0,44.0,60.0,63.0,61.0,65.0,37.0,79.0,74.0,33.0,62.0,55.0,50.0
11862,11862,82.0,44.0,73.0,69.0,59.0,53.0,39.0,49.0,64.0,67.0,38.0,12.0,13.0,15.0,14.0,11.0,56.0,240106,20.0,64.0,33.0,62.0,18.0,66.0,63.0,56.0,61.0,59.0,13.0,83.0,61.0,17.0,57.0,55.0,58.0
11863,11863,70.0,59.0,72.0,73.0,61.0,56.0,58.0,63.0,62.0,63.0,62.0,16.0,16.0,14.0,6.0,11.0,61.0,112362,42.0,65.0,55.0,59.0,49.0,69.0,65.0,64.0,52.0,59.0,18.0,72.0,72.0,24.0,77.0,62.0,58.0
11864,11864,59.0,50.0,52.0,76.0,66.2,53.0,66.2,38.0,65.2,64.2,37.0,9.0,7.0,12.0,9.0,12.0,48.0,220395,43.0,65.0,64.2,33.0,37.0,48.0,62.0,58.0,68.2,56.0,35.0,60.0,53.0,33.0,48.0,56.0,36.0
11865,11865,73.0,39.0,79.0,77.0,61.0,54.0,46.0,44.0,67.0,52.0,43.0,9.0,11.0,13.0,11.0,9.0,43.0,232171,19.0,50.0,59.0,68.0,33.0,43.0,50.0,65.0,62.0,50.0,37.0,65.0,58.0,34.0,48.0,69.0,36.0
11866,11866,69.0,80.0,73.0,89.0,65.0,55.0,57.0,56.0,63.0,60.0,54.0,12.0,14.0,8.0,8.0,9.0,54.0,189163,40.0,78.0,55.0,56.0,31.0,60.0,61.0,59.0,58.0,66.0,50.0,74.0,83.0,52.0,75.0,60.0,55.0
11867,11867,67.0,46.0,69.0,78.0,47.0,50.0,59.0,31.0,45.0,36.0,34.0,12.0,15.0,7.0,9.0,16.0,47.0,191979,68.0,79.0,64.0,45.0,64.0,27.0,65.0,58.0,65.0,41.0,65.0,71.0,85.0,69.0,74.0,47.0,31.0
11868,11868,67.0,66.0,75.0,65.0,59.0,50.0,46.0,50.0,46.0,32.0,48.0,11.0,7.0,14.0,6.0,14.0,67.0,210156,62.0,58.0,66.0,48.0,59.0,44.0,44.0,60.0,69.0,58.0,64.0,65.0,73.0,62.0,72.0,46.0,34.0
11869,11869,77.0,63.0,72.0,83.0,67.0,55.0,60.0,48.0,69.0,56.0,49.0,15.0,13.0,15.0,12.0,15.0,39.0,220908,51.0,75.0,56.0,53.0,38.0,51.0,57.0,58.0,63.0,73.0,43.0,78.0,41.0,41.0,78.0,55.0,51.0
11870,11870,77.0,49.0,83.0,78.0,66.0,65.0,57.0,63.0,70.0,58.0,50.0,7.0,7.0,12.0,8.0,7.0,34.0,226540,23.0,50.0,52.0,58.0,27.0,48.0,62.0,56.0,59.0,54.0,37.0,73.0,56.0,35.0,46.0,60.0,51.0
11871,11871,55.0,71.0,46.0,68.0,29.0,39.0,28.0,23.0,22.0,23.0,23.0,12.0,11.0,13.0,6.0,13.0,66.0,241132,66.0,75.0,25.0,22.0,67.0,37.0,23.0,45.0,28.0,39.0,69.0,61.0,78.0,65.0,69.0,26.0,27.0
11872,11872,72.0,42.0,60.0,73.0,65.0,58.0,66.0,57.0,64.0,58.0,45.0,13.0,11.0,9.0,12.0,10.0,54.0,230125,31.0,66.0,59.0,43.0,40.0,53.0,60.0,56.0,64.0,66.0,56.0,68.0,62.0,53.0,57.0,60.0,46.0
11873,11873,91.0,38.0,83.0,91.0,63.0,54.0,60.0,65.0,66.0,58.0,61.0,6.0,9.0,8.0,10.0,12.0,47.0,237293,20.0,44.0,54.0,56.0,18.0,47.0,61.0,58.0,62.0,66.0,21.0,79.0,68.0,29.0,44.0,60.0,45.0
11874,11874,66.0,55.0,70.0,45.0,56.0,55.0,23.0,35.0,51.0,66.0,38.0,13.0,7.0,10.0,13.0,10.0,74.0,222959,26.0,64.0,40.0,53.0,15.0,61.0,63.0,59.0,59.0,63.0,14.0,74.0,58.0,12.0,77.0,48.0,49.0
11875,11875,65.0,61.0,72.0,89.0,64.0,56.0,51.0,48.0,62.0,35.0,43.0,13.0,11.0,6.0,7.0,7.0,45.0,226287,66.0,67.0,69.0,54.0,53.0,37.0,62.0,53.0,68.0,51.0,67.0,49.0,71.0,63.0,56.0,55.0,37.0
11876,11876,78.0,28.0,74.0,66.0,64.0,53.0,54.0,53.0,66.0,64.0,41.0,14.0,14.0,7.0,10.0,15.0,67.0,227823,16.0,58.0,51.0,48.0,19.0,58.0,60.0,58.0,58.0,59.0,23.0,81.0,66.0,24.0,66.0,56.0,52.0
11877,11877,73.0,66.0,69.0,78.0,62.0,55.0,50.0,40.0,59.0,36.0,40.0,7.0,14.0,7.0,11.0,14.0,55.0,234223,65.0,71.0,61.0,46.0,61.0,41.0,35.0,62.0,66.0,58.0,67.0,68.0,60.0,66.0,56.0,58.0,34.0
11878,11878,22.0,20.0,41.0,28.0,16.0,32.0,14.0,11.0,7.0,8.0,10.0,66.0,62.0,63.0,64.0,65.0,10.0,234735,8.0,30.0,15.0,8.0,6.0,14.0,6.0,57.0,22.0,21.0,10.0,22.0,27.0,10.0,69.0,30.0,6.0
11879,11879,84.0,33.0,89.0,83.0,68.0,55.0,64.0,41.0,73.0,57.0,45.0,6.0,8.0,12.0,7.0,8.0,22.0,238831,20.0,71.0,57.0,53.0,14.0,39.0,46.0,47.0,63.0,57.0,12.0,83.0,71.0,11.0,48.0,38.0,43.0
11880,11880,60.0,58.0,74.0,86.0,65.0,57.0,61.0,53.0,62.0,66.0,55.0,15.0,16.0,14.0,12.0,9.0,61.0,212976,50.0,80.0,59.0,63.0,40.0,58.0,60.0,61.0,64.0,60.0,38.0,59.0,67.0,42.0,64.0,59.0,57.0
11881,11881,74.0,36.0,76.0,79.0,65.0,62.0,47.0,59.0,70.0,59.0,45.0,7.0,9.0,8.0,15.0,10.0,27.0,213488,30.0,62.0,59.0,65.0,32.0,50.0,55.0,48.0,63.0,52.0,20.0,66.0,70.0,36.0,55.0,64.0,59.0
11882,11882,73.0,52.0,73.0,70.0,68.0,59.0,63.0,56.0,65.0,58.0,31.0,12.0,12.0,11.0,8.0,9.0,60.0,219632,31.0,66.0,55.0,54.0,15.0,67.0,65.0,53.0,64.0,53.0,20.0,71.0,56.0,21.0,61.0,67.0,41.0
11883,11883,88.0,30.0,82.0,71.2,63.0,55.0,42.3,46.0,70.0,64.0,34.0,6.0,12.0,11.0,8.0,9.0,64.0,231408,16.0,65.0,41.0,57.0,20.0,78.0,60.0,58.0,53.0,66.0,23.0,88.0,71.0,17.0,67.0,53.0,50.0
11884,11884,63.0,65.0,56.0,51.0,46.0,48.0,48.0,37.0,37.0,26.0,31.0,7.0,14.0,14.0,9.0,12.0,63.0,192496,67.0,80.0,54.0,35.0,59.0,51.0,33.0,54.0,51.0,58.0,64.0,54.0,65.0,66.0,71.0,43.0,38.0
11885,11885,70.0,72.0,66.0,69.0,64.0,61.0,63.0,69.0,66.0,59.0,66.0,15.0,7.0,12.0,11.0,15.0,61.0,202225,65.0,72.0,56.0,67.0,42.0,64.0,60.0,57.0,63.0,78.0,54.0,61.0,77.0,49.0,64.0,59.0,59.0
11886,11886,75.0,54.0,79.0,78.0,65.0,59.0,60.0,42.0,62.0,44.0,30.0,5.0,10.0,13.0,11.0,14.0,41.0,236273,59.0,62.0,55.0,39.0,58.0,38.0,51.0,55.0,60.0,48.0,60.0,78.0,77.0,62.0,53.0,47.0,23.0
11887,11887,44.0,23.0,34.0,36.0,24.0,26.0,12.0,17.0,18.0,12.0,12.0,68.0,59.0,63.0,61.0,64.0,15.0,205554,21.0,65.0,22.0,14.0,17.0,23.0,19.0,66.0,30.0,23.0,13.0,42.0,36.0,13.0,79.0,24.0,14.0
11888,11888,63.0,49.0,78.0,65.0,69.0,37.0,78.0,42.0,65.0,41.0,33.0,12.0,10.0,13.0,12.0,10.0,45.0,231154,50.0,61.0,67.0,35.0,49.0,40.0,53.0,55.0,57.0,41.0,55.0,65.0,77.0,52.0,57.0,54.0,30.0
11889,11889,71.0,65.0,56.0,60.0,62.0,60.0,56.0,56.0,62.0,62.0,53.0,11.0,11.0,7.0,12.0,12.0,59.0,202995,65.0,65.0,55.0,45.0,63.0,65.0,61.0,62.0,45.0,63.0,57.0,63.0,65.0,59.0,83.0,54.0,61.0
11890,11890,77.0,71.0,72.0,79.0,64.0,72.0,57.0,61.0,58.0,42.0,62.0,7.0,12.0,14.0,7.0,15.0,65.0,204787,64.0,85.0,63.0,53.0,61.0,46.0,48.0,61.0,68.0,55.0,62.0,62.0,82.0,63.0,78.0,62.0,42.0
11891,11891,44.0,77.0,55.0,62.0,66.0,60.0,30.0,43.0,60.0,65.0,23.0,9.0,7.0,15.0,10.0,14.0,65.0,213491,24.0,79.0,42.0,48.0,17.0,52.0,66.0,63.0,53.0,64.0,24.0,55.0,71.0,19.0,77.0,58.0,68.0
11892,11892,86.0,75.0,83.0,69.0,64.0,53.0,37.0,58.0,62.0,67.0,31.0,13.0,10.0,13.0,8.0,11.0,59.0,223731,19.0,86.0,51.0,62.0,16.0,66.0,54.0,51.0,63.0,64.0,34.0,87.0,66.0,39.0,63.0,55.0,60.0
11893,11893,65.0,79.0,64.0,64.0,60.0,65.0,57.0,55.0,56.0,60.0,40.0,7.0,8.0,9.0,7.0,11.0,70.0,164339,26.0,77.0,57.0,56.0,23.0,62.0,64.0,63.0,57.0,70.0,27.0,68.0,52.0,34.0,70.0,55.0,65.0
11894,11894,85.0,68.0,87.0,80.0,66.0,60.0,51.0,48.0,75.0,68.0,34.0,12.0,12.0,9.0,15.0,6.0,49.0,230899,13.0,68.0,39.0,69.0,16.0,65.0,69.0,59.0,53.0,70.0,12.0,83.0,58.0,13.0,57.0,44.0,58.0
11895,11895,36.0,19.0,35.0,24.0,13.0,25.0,11.0,11.0,13.0,6.0,13.0,63.0,62.0,64.0,61.0,66.0,12.0,240371,10.0,60.0,20.0,6.0,6.0,10.0,5.0,65.0,23.0,26.0,13.0,44.0,27.0,10.0,70.0,39.0,8.0
11896,11896,43.0,32.0,64.0,30.0,21.0,30.0,13.0,13.0,13.0,18.0,12.0,63.0,60.0,55.0,60.0,72.0,9.0,186611,26.0,67.0,15.0,13.0,19.0,13.0,13.0,64.0,16.0,21.0,12.0,45.0,32.0,13.0,46.0,24.0,16.0
11897,11897,53.0,62.0,55.0,53.0,60.0,57.0,47.0,40.0,43.0,42.0,39.0,7.0,14.0,8.0,16.0,15.0,62.0,212468,61.0,64.0,60.0,42.0,62.0,49.0,39.0,58.0,61.0,59.0,63.0,57.0,65.0,63.0,73.0,52.0,35.0
11898,11898,78.0,44.0,65.0,60.0,65.0,56.0,58.0,56.0,63.0,62.0,29.0,10.0,10.0,11.0,12.0,6.0,64.0,215540,57.0,72.0,52.0,53.0,57.0,57.0,58.0,62.0,62.0,61.0,59.0,84.0,75.0,58.0,71.0,54.0,44.0
11899,11899,68.0,73.0,56.0,50.0,64.0,62.0,62.0,59.0,65.0,39.0,49.0,15.0,12.0,8.0,15.0,8.0,64.0,221684,59.0,76.0,60.0,38.0,59.0,40.0,64.0,62.0,64.0,55.0,58.0,74.0,72.0,62.0,69.0,61.0,42.0
11900,11900,57.0,44.0,44.0,53.0,61.0,60.0,51.0,60.0,61.0,54.0,42.0,10.0,12.0,13.0,12.0,12.0,60.0,159988,22.0,55.0,61.0,62.0,24.0,69.0,70.0,56.0,70.0,59.0,32.0,54.0,52.0,43.0,55.0,74.0,54.0
11901,11901,53.0,64.0,42.0,54.0,33.0,52.0,22.0,20.0,31.0,24.0,25.0,6.0,5.0,15.0,7.0,10.0,70.0,231668,71.0,69.0,30.0,21.0,65.0,33.0,23.0,62.0,32.0,33.0,60.0,49.0,50.0,58.0,83.0,27.0,26.0
11902,11902,57.0,65.0,55.0,45.0,51.0,60.0,30.0,19.0,34.0,27.0,29.0,10.0,12.0,13.0,13.0,8.0,64.0,170229,63.0,71.0,48.0,17.0,61.0,37.0,23.0,51.0,55.0,42.0,62.0,59.0,43.0,64.0,72.0,37.0,16.0
11903,11903,59.0,56.0,58.0,70.0,53.0,37.0,66.0,37.0,61.0,26.0,34.0,8.0,6.0,9.0,11.0,7.0,62.0,236021,67.0,60.0,27.0,34.0,59.0,46.0,51.0,76.0,36.0,29.0,69.0,52.0,65.0,69.0,57.0,39.0,34.0
11904,11904,49.0,49.0,52.0,41.0,59.0,49.0,34.0,35.0,57.0,69.0,31.0,10.0,11.0,14.0,13.0,9.0,70.0,236533,24.0,61.0,26.0,50.0,17.0,59.0,64.0,60.0,49.0,63.0,25.0,55.0,55.0,17.0,78.0,43.0,62.0
11905,11905,67.0,68.0,73.0,72.0,63.0,52.0,63.0,48.0,61.0,49.0,46.0,12.0,15.0,10.0,8.0,10.0,53.0,204790,59.0,64.0,60.0,48.0,63.0,43.0,58.0,59.0,62.0,58.0,65.0,73.0,77.0,67.0,70.0,54.0,43.0
11906,11906,30.0,21.0,38.0,58.0,26.0,27.0,13.0,16.0,14.0,18.0,17.0,64.0,63.0,66.0,66.0,62.0,12.0,210422,18.0,55.0,24.0,14.0,17.0,23.0,15.0,56.0,26.0,25.0,13.0,44.0,34.0,12.0,54.0,14.0,15.0
11907,11907,65.0,57.0,58.0,59.0,54.0,56.0,49.0,33.0,48.0,37.0,30.0,16.0,12.0,15.0,12.0,12.0,64.0,164854,61.0,83.0,53.0,28.0,61.0,45.0,44.0,59.0,54.0,48.0,64.0,62.0,65.0,62.0,75.0,54.0,25.0
11908,11908,74.0,47.0,71.0,67.0,62.0,58.0,60.0,59.0,66.0,64.0,52.0,6.0,5.0,11.0,8.0,10.0,41.0,234742,43.0,44.0,58.0,58.0,41.0,49.0,52.0,50.0,65.0,61.0,44.0,74.0,70.0,47.0,50.0,58.0,50.0
11909,11909,60.0,66.0,64.0,79.0,62.0,60.0,64.0,50.0,64.0,55.0,53.0,7.0,15.0,11.0,15.0,15.0,51.0,214007,26.0,59.0,64.0,63.0,31.0,63.0,61.0,62.0,66.0,65.0,19.0,68.0,73.0,21.0,63.0,64.0,63.0
11910,11910,78.0,62.0,61.0,58.0,67.0,55.0,62.0,56.0,65.0,47.0,46.0,7.0,7.0,14.0,9.0,12.0,47.0,236535,56.0,67.0,60.0,54.0,57.0,54.0,52.0,52.0,64.0,52.0,64.0,81.0,71.0,60.0,73.0,60.0,53.0
11911,11911,60.0,33.0,58.0,54.0,64.0,55.0,56.0,47.0,59.0,67.0,55.0,6.0,16.0,7.0,11.0,15.0,61.0,216568,20.0,67.0,46.0,58.0,22.0,66.0,59.0,49.0,48.0,74.0,16.0,69.0,44.0,28.0,75.0,55.0,65.0
11912,11912,65.0,55.0,39.0,63.0,64.0,72.0,65.0,70.0,58.0,33.0,71.0,10.0,11.0,9.0,9.0,16.0,53.0,221944,64.0,59.0,66.0,40.0,65.0,48.0,43.0,49.0,63.0,74.0,59.0,62.0,72.0,64.0,67.0,57.0,29.0
11913,11913,73.0,41.0,69.0,68.0,64.0,57.0,48.0,61.0,64.0,49.0,59.0,14.0,12.0,11.0,12.0,8.0,40.0,226808,54.0,52.0,67.0,57.0,42.0,39.0,59.0,55.0,68.0,56.0,46.0,68.0,66.0,53.0,59.0,68.0,47.0
11914,11914,54.0,66.0,61.0,70.0,56.0,50.0,42.0,36.0,47.0,28.0,34.0,7.0,12.0,5.0,10.0,9.0,55.0,231672,58.0,63.0,58.0,25.0,66.0,41.0,30.0,55.0,67.0,40.0,58.0,64.0,75.0,64.0,77.0,59.0,28.0
11915,11915,70.0,60.0,78.0,84.0,65.0,46.0,36.0,38.0,54.0,45.0,38.0,12.0,9.0,8.0,7.0,8.0,42.0,232952,70.0,58.0,60.0,58.0,53.0,40.0,62.0,65.0,64.0,54.0,55.0,73.0,82.0,64.0,41.0,52.0,32.0
11916,11916,48.0,20.0,50.0,61.0,16.0,61.0,14.0,9.0,12.0,6.0,11.0,59.0,47.0,66.0,72.0,74.0,11.0,233976,11.0,75.0,16.0,7.0,6.0,19.0,9.0,65.0,19.0,14.0,11.0,49.0,39.0,8.0,65.0,37.0,8.0
11917,11917,74.0,43.0,69.0,73.0,65.0,59.0,60.0,52.0,69.0,62.0,61.0,10.0,7.0,6.0,14.0,9.0,43.0,236024,24.0,63.0,58.0,58.0,18.0,63.0,72.0,58.0,67.0,64.0,28.0,77.0,61.0,37.0,51.0,62.0,69.0
11918,11918,61.0,54.0,58.0,55.0,51.0,60.0,38.0,22.0,41.0,18.0,40.0,16.0,13.0,14.0,13.0,15.0,64.0,200697,61.0,66.0,46.0,39.0,63.0,32.0,21.0,60.0,53.0,37.0,62.0,60.0,69.0,61.0,84.0,31.0,35.0
11919,11919,74.0,76.0,73.0,75.0,66.0,50.0,33.0,37.0,63.0,26.0,37.0,9.0,15.0,6.0,15.0,7.0,63.0,209401,63.0,64.0,53.0,31.0,68.0,41.0,37.0,56.0,65.0,56.0,66.0,77.0,66.0,65.0,67.0,53.0,35.0
11920,11920,75.0,40.0,87.0,90.0,63.0,48.0,56.0,52.0,68.0,55.0,45.0,9.0,11.0,10.0,10.0,15.0,42.0,223993,24.0,80.0,58.0,51.0,33.0,53.0,58.0,57.0,62.0,53.0,34.0,77.0,58.0,28.0,49.0,61.0,47.0
11921,11921,64.0,70.0,66.0,61.0,59.0,68.0,38.0,39.0,58.0,30.0,41.0,10.0,9.0,7.0,9.0,7.0,58.0,237561,66.0,72.0,58.0,46.0,58.0,49.0,40.0,65.0,64.0,70.0,54.0,60.0,71.0,64.0,74.0,50.0,38.0
11922,11922,65.0,67.0,61.0,50.0,58.0,42.0,47.0,40.0,50.0,30.0,33.0,9.0,8.0,14.0,14.0,11.0,58.0,226810,64.0,74.0,48.0,35.0,60.0,37.0,40.0,59.0,54.0,48.0,62.0,67.0,68.0,63.0,75.0,43.0,26.0
11923,11923,64.0,55.0,52.0,54.0,55.0,38.0,31.0,23.0,26.0,20.0,27.0,9.0,6.0,8.0,9.0,8.0,60.0,235514,60.0,56.0,51.0,22.0,65.0,35.0,27.0,61.0,62.0,34.0,61.0,64.0,60.0,66.0,73.0,29.0,25.0
11924,11924,65.0,25.0,30.0,45.0,20.0,29.0,17.0,14.0,14.0,14.0,16.0,65.0,62.0,60.0,61.0,67.0,18.0,224251,21.0,62.0,26.0,13.0,13.0,25.0,15.0,62.0,30.0,23.0,13.0,65.0,28.0,17.0,77.0,20.0,15.0
11925,11925,81.0,27.0,73.0,84.0,65.0,63.0,63.0,54.0,64.0,59.0,58.0,6.0,9.0,14.0,14.0,7.0,42.0,224507,45.0,50.0,67.0,64.0,13.0,55.0,64.0,57.0,68.0,65.0,39.0,76.0,70.0,43.0,56.0,62.0,60.0
11926,11926,82.0,45.0,73.0,70.0,69.0,57.0,55.0,56.0,67.0,57.0,42.0,9.0,7.0,13.0,14.0,11.0,34.0,233467,37.0,40.0,48.0,57.0,38.0,58.0,64.0,52.0,62.0,68.0,23.0,79.0,58.0,39.0,51.0,57.0,52.0
